date,posts_per_day,user_sentiment,post_sentiment
2023-06-28,12230,1.0538661607271083,1.0774185084732908
2023-06-29,72447,0.9536510807904067,1.0000382051078038
2023-06-30,95774,0.9684733265811758,0.9990224315680523
2023-07-01,212055,1.0116088976343265,0.9896111989438181
2023-07-02,310227,1.0092788384381408,1.0080600964837072
2023-07-03,354847,1.107552722842571,1.0854411651309126
2023-07-04,335876,1.144613953132419,1.0899786065797643
2023-07-05,291027,1.0583882185341384,1.0523089450379952
2023-07-06,336398,0.976681341869614,0.9670312972283183
2023-07-07,275099,1.0637319504096812,1.0590127974385881
2023-07-08,226617,1.0696154820278985,1.072490887324818
2023-07-09,203858,1.0672060192351596,1.0656421024180787
2023-07-10,217006,1.0622443364873495,1.0523840744796011
2023-07-11,224414,1.08368656206004,1.0813218419616573
2023-07-12,225816,1.0248468988976727,1.0133194795008091
2023-07-13,220468,0.93036729436777,0.7891468533091994
2023-07-14,193795,1.0022072650894633,0.8840333166868231
2023-07-15,163193,1.018283910649644,0.9329071206677889
2023-07-16,175339,1.2181994011581665,1.0381549253294255
2023-07-17,186523,1.0699665640958074,1.0256832621765433
2023-07-18,190148,1.0274969201548838,0.9918725959298501
2023-07-19,201094,0.994798748630228,0.9780684215518418
2023-07-20,190638,1.0374785659154446,1.009260337488028
2023-07-21,184062,1.0481000206479427,1.0042976027043482
2023-07-22,160975,1.1514167579732095,1.064424032847677
2023-07-23,185236,1.0761788677598942,1.0235226706347964
2023-07-24,382387,1.1028385089755752,1.0803351433638384
2023-07-25,412242,1.1538699440034008,1.1332345720301953
2023-07-26,374935,1.140476243610219,1.1068904426459887
2023-07-27,332403,1.1223745248992059,1.0922769921986113
2023-07-28,325201,1.1562694120062726,1.1151794416017746
2023-07-29,292802,1.0978348049252522,1.085479169101371
2023-07-30,279753,1.1174413753045602,1.094843007468243
2023-07-31,318098,1.1225744247487208,1.081714212546062
2023-08-01,351399,1.1458799068367347,1.1053194469809833
2023-08-02,343750,1.1568424735326694,1.0984750342141967
2023-08-03,342348,1.13666668314402,1.1086151190850035
2023-08-04,349353,1.1720015267764208,1.137800445152296
2023-08-05,290210,1.1650999202163246,1.1325549684225928
2023-08-06,284253,1.1444782937052227,1.1153007220691176
2023-08-07,331126,1.1276170349887304,1.0712472030303548
2023-08-08,321864,1.144749564088971,1.0863352314335828
2023-08-09,335086,1.104267634766048,1.0580275958785559
2023-08-10,329308,1.1346970544909278,1.0753057870235112
2023-08-11,330717,1.1297194839715443,1.0971082268918746
2023-08-12,283141,1.1682604692152054,1.1317058724425584
2023-08-13,276753,1.146186223007535,1.1147326943829658
2023-08-14,317146,1.1670499796577605,1.1169939971105212
2023-08-15,359569,1.1446624765131401,1.0989899802575633
2023-08-16,357254,1.1383766114656202,1.0955882044770127
2023-08-17,355165,1.1554507499625526,1.1047422727692224
2023-08-18,385846,1.1277867443063834,1.0941528366500788
2023-08-19,430159,1.183945269163364,1.158600664368846
2023-08-20,391656,1.1448888904415442,1.123081157382707
2023-08-21,406073,1.2012526963051635,1.1373386772423055
2023-08-22,422701,1.1100548107182449,1.0841233333380444
2023-08-23,436040,1.1539742101372852,1.1029331995061138
2023-08-24,424113,1.151039459280325,1.0951734715109969
2023-08-25,472974,1.170446166216912,1.1125769866820736
2023-08-26,429118,1.192977370141744,1.1413580573231608
2023-08-27,428746,1.1822272379299987,1.1263661070707371
2023-08-28,479385,1.16892489397155,1.1145616873637056
2023-08-29,513501,1.1725409986070363,1.1028720355894894
2023-08-30,523781,1.1755120380875705,1.1042048820662094
2023-08-31,488267,1.158638767711248,1.0991468151084895
2023-09-01,521020,1.1908468785378072,1.1309771415271457
2023-09-02,440830,1.2062503724252251,1.1530787338409223
2023-09-03,420506,1.178447412981195,1.1265665898536847
2023-09-04,452273,1.2051228369800808,1.1548039231838974
2023-09-05,487025,1.1594820503634913,1.1009383465626883
2023-09-06,496617,1.183028321709967,1.1227335101470823
2023-09-07,503963,1.1445986395802588,1.0983653124355566
2023-09-08,516911,1.2085499515995142,1.149678761828531
2023-09-09,454704,1.1910409865762506,1.1396626020376526
2023-09-10,440825,1.174043035933214,1.134743405695949
2023-09-11,476038,1.1588107007128938,1.0744755420539243
2023-09-12,508297,1.1798585916977287,1.116618209587304
2023-09-13,518885,1.1686390093258665,1.1081343566793675
2023-09-14,510035,1.1670779079130345,1.110996938689824
2023-09-15,514501,1.1820312596193683,1.1137890642247166
2023-09-16,456183,1.1941910079834297,1.1354695690197927
2023-09-17,442786,1.179001887856068,1.1175268454225655
2023-09-18,527136,1.1677154041260336,1.1014499675909497
2023-09-19,765257,1.1959733123532112,1.1495473953317745
2023-09-20,778096,1.208719909288001,1.1533580751099954
2023-09-21,748484,1.1895483115748327,1.1310749392142925
2023-09-22,735274,1.192403032939276,1.1486043474066105
2023-09-23,609504,1.2191557372015491,1.1682742454781359
2023-09-24,599095,1.2047979413504804,1.151540984900139
2023-09-25,640600,1.2007414400027765,1.1324567711217652
2023-09-26,662004,1.1618909242791926,1.1114869418707778
2023-09-27,661291,1.1702918018284547,1.1095816668855272
2023-09-28,649245,1.1658445252382432,1.1066404916704358
2023-09-29,720880,1.1752120382113411,1.1157376638187333
2023-09-30,586909,1.200333072128574,1.1476643748897122
2023-10-01,609734,1.216356575888619,1.1663022075297302
2023-10-02,665218,1.2085712944346199,1.1466860188757038
2023-10-03,706001,1.1657152045182855,1.1030820206487428
2023-10-04,695328,1.147491842521852,1.0830623191245232
2023-10-05,677087,1.142895777257191,1.0822048758031737
2023-10-06,692096,1.1767460184524776,1.119779682707912
2023-10-07,613765,1.1476197932345455,1.0912281152797132
2023-10-08,588995,1.1620199636664843,1.106411192236337
2023-10-09,650724,1.1544031877882337,1.076649676392528
2023-10-10,703856,1.1512443724524766,1.0961285250664972
2023-10-11,713832,1.1571032574687952,1.0889860581652964
2023-10-12,747484,1.1605395558440526,1.0956497957690339
2023-10-13,811061,1.1870163287492488,1.1138121929152665
2023-10-14,660753,1.17373167999753,1.120193241095456
2023-10-15,608546,1.1738409014195244,1.1171974627966332
2023-10-16,667082,1.1676646814999205,1.0934435734035468
2023-10-17,678630,1.1555370125060132,1.08131395805712
2023-10-18,806183,1.1524267188203725,1.0903163372190658
2023-10-19,781879,1.1730764591507197,1.106321938118352
2023-10-20,794377,1.173778558456609,1.1111958446222585
2023-10-21,651375,1.203070443596193,1.1516013185351603
2023-10-22,619221,1.1918247458526987,1.1350671379665762
2023-10-23,677135,1.1761174039526503,1.110343604832116
2023-10-24,703976,1.1605741928395108,1.0878252374423665
2023-10-25,711844,1.1515602491796286,1.0755936616262662
2023-10-26,682937,1.1311499815743933,1.0535097749809887
2023-10-27,704582,1.1527295122990138,1.0724133930285928
2023-10-28,594811,1.1592814683956825,1.0939588600362504
2023-10-29,572153,1.169259127239184,1.104837065656542
2023-10-30,650411,1.182296914932267,1.1037692115898965
2023-10-31,710606,1.250705521978159,1.1626949883692779
2023-11-01,654795,1.2032355782305926,1.1162859699998005
2023-11-02,637199,1.1591585208718946,1.0857882099580611
2023-11-03,642644,1.1678858273079382,1.0943829373219514
2023-11-04,565586,1.1427553172288314,1.0846449957903772
2023-11-05,578680,1.1427887572131852,1.0739068225395347
2023-11-06,624051,1.127960126487206,1.0494263436019766
2023-11-07,634124,1.1776829697812066,1.0938540137729245
2023-11-08,663955,1.1654772669236615,1.0754267488681057
2023-11-09,640220,1.1644566147231943,1.0803061000597072
2023-11-10,652259,1.166028051481242,1.0869623023468296
2023-11-11,571118,1.1428718399675308,1.0622052178090846
2023-11-12,542542,1.1638253186386216,1.0771895125223045
2023-11-13,604070,1.1457609892688312,1.0464207292691066
2023-11-14,622657,1.1406038324762782,1.0457520153380746
2023-11-15,619733,1.134686998689033,1.0355764572292239
2023-11-16,609619,1.1517695605268423,1.0432357671947206
2023-11-17,607934,1.1447862141095748,1.062976803178898
2023-11-18,573474,1.1510825465858272,1.0831086670174443
2023-11-19,547596,1.1597747258690883,1.08979883814636
2023-11-20,597499,1.1708838480819306,1.0844379512981497
2023-11-21,620386,1.1181507282010328,1.0291259387942402
2023-11-22,600560,1.1495794590190749,1.065613544680777
2023-11-23,562489,1.226270736075905,1.1441593127320913
2023-11-24,525956,1.210171762698036,1.1300742709213067
2023-11-25,507634,1.1642004972611872,1.0966189570646245
2023-11-26,515043,1.1355778905114728,1.0606464588260074
2023-11-27,582448,1.1251575857626321,1.037752186875031
2023-11-28,595273,1.1279456482898438,1.040266564458213
2023-11-29,600035,1.1537541123212436,1.0657620054832047
2023-11-30,727014,1.0997935506396297,1.0088080871523906
2023-12-01,621644,1.183116533074025,1.0986320240715424
2023-12-02,530986,1.1503203714061607,1.096777201997083
2023-12-03,516494,1.1460282354807054,1.0804875314363869
2023-12-04,559732,1.1414337134364916,1.053182862398057
2023-12-05,589564,1.130026207026819,1.0355880465009166
2023-12-06,581767,1.1424904436603383,1.0492544287849537
2023-12-07,584481,1.1346200428415472,1.0460048332891072
2023-12-08,583920,1.1519012691794832,1.081617777815629
2023-12-09,507875,1.1314385976839931,1.0593122112626348
2023-12-10,486797,1.1330667010121072,1.0511598549730372
2023-12-11,543876,1.1447319317714568,1.0468912446476737
2023-12-12,571058,1.1151162110362383,1.0219349136230165
2023-12-13,560899,1.1343271657417149,1.0454642083269872
2023-12-14,556584,1.1424690086856941,1.0544322794398135
2023-12-15,555837,1.1508770329783145,1.0726996476914803
2023-12-16,475892,1.1446365283139424,1.0782169497207827
2023-12-17,473046,1.1435845197095507,1.0615992640902794
2023-12-18,529392,1.1372073296952023,1.0587396021578768
2023-12-19,552484,1.127182256677318,1.03559646476075
2023-12-20,560166,1.1526248413897657,1.059308179935356
2023-12-21,609348,1.124323245794265,1.0443004489611374
2023-12-22,555914,1.2239704097277693,1.1160348521728536
2023-12-23,546168,1.1748451047372983,1.1058149942071376
2023-12-24,535848,1.296421592859519,1.2004860394745507
2023-12-25,483775,1.395578594665692,1.307996528084813
2023-12-26,451489,1.2073905642318117,1.1296771937114156
2023-12-27,506260,1.1681609773972075,1.0915988559247027
2023-12-28,517152,1.1563094953994213,1.0737196537208369
2023-12-29,542156,1.1557952633019957,1.0873368869216335
2023-12-30,504446,1.1834524002423297,1.1093339931166015
2023-12-31,541714,1.277860254689435,1.1860357477560775
2024-01-01,558627,1.376049717242836,1.2655117594833734
2024-01-02,545226,1.1736473387651176,1.0562055791053484
2024-01-03,550061,1.147181451952852,1.0549122219042517
2024-01-04,553924,1.1377925720432098,1.0482345022864443
2024-01-05,575625,1.1227588533906874,1.0432059492192125
2024-01-06,508577,1.1361448018708267,1.0610394595297348
2024-01-07,492445,1.1599997738604062,1.0699017505668365
2024-01-08,550664,1.0981343395236867,1.0119736483193815
2024-01-09,583405,1.1210018461827498,1.0396961996566945
2024-01-10,567533,1.1157675027859193,1.0217793241056323
2024-01-11,561859,1.1015636334458452,0.9986917205767485
2024-01-12,567285,1.1362364834870948,1.0432260540319838
2024-01-13,482693,1.1394299387171396,1.068925027685118
2024-01-14,467163,1.137934581915261,1.0608943583780164
2024-01-15,508290,1.1386166481815916,1.050041390004246
2024-01-16,540885,1.118818340251153,1.013875185965457
2024-01-17,521793,1.1217697087286171,1.031954259721144
2024-01-18,517811,1.1181093230767172,1.025866035840028
2024-01-19,552572,1.1227592565072635,1.0287676057304764
2024-01-20,473890,1.1301958796725378,1.0651579135211708
2024-01-21,462709,1.0984098011601526,1.026430518913452
2024-01-22,490789,1.1173724167213082,1.0184447203491676
2024-01-23,521171,1.0977350607606666,1.0015541400162302
2024-01-24,526666,1.0903602161965036,0.9925235895021415
2024-01-25,513849,1.1033995159092387,0.9978760530348935
2024-01-26,536253,1.1129820470402803,1.0041577359218676
2024-01-27,446625,1.1233167158378043,1.0401825098888449
2024-01-28,444021,1.1226691899370147,1.0294624124179614
2024-01-29,479136,1.1192371028150188,1.0148247838200257
2024-01-30,510127,1.1176206054667142,1.0124986336626762
2024-01-31,516416,1.1037940919781473,1.0042944238349114
2024-02-01,517873,1.1473116583126262,1.0501510804761864
2024-02-02,524560,1.1406113774941329,1.0570885541952943
2024-02-03,448276,1.1386290221868138,1.055592757696348
2024-02-04,432490,1.1381772533005754,1.0617481830550795
2024-02-05,500387,1.1306146645621722,1.0290582227850325
2024-02-06,805135,1.2001157910646163,1.1286576868371643
2024-02-07,906196,1.2241088723924882,1.14638055135998
2024-02-08,796489,1.1941299288141618,1.0966045681745684
2024-02-09,734450,1.172887805733175,1.092881585219386
2024-02-10,629443,1.168484243241034,1.097552065075548
2024-02-11,650944,1.1603177658601211,1.0820040170205347
2024-02-12,726517,1.1331477138270245,1.0252340516739966
2024-02-13,656521,1.1372784891356469,1.034511582701587
2024-02-14,688117,1.2519428019577323,1.1417178417582527
2024-02-15,641616,1.1532701893783843,1.0219158216843964
2024-02-16,654844,1.1164889935622435,1.0166010325868096
2024-02-17,566606,1.099975179663615,1.0185361397798736
2024-02-18,540831,1.1351696115338998,1.0551413277122403
2024-02-19,600845,1.1238998434900507,1.032932186003574
2024-02-20,627323,1.1082845493438023,1.003902477589181
2024-02-21,637174,1.1181702207114521,1.0170468030444726
2024-02-22,646839,1.1243403600832362,1.016864900720442
2024-02-23,640367,1.1130682048895482,1.0145460433845035
2024-02-24,569039,1.1145662846785127,1.0146099798546937
2024-02-25,525426,1.1267169056205746,1.0273348786878254
2024-02-26,589816,1.1320907755928833,1.0207372471853855
2024-02-27,621746,1.100024247888105,0.9883307807263335
2024-02-28,648157,1.1312191796820386,1.0087419694412305
2024-02-29,632764,1.128094735798172,1.0242102841466219
2024-03-01,652443,1.1637918341934315,1.0558692171719108
2024-03-02,556176,1.1394928559043307,1.0536956590802844
2024-03-03,524736,1.1303397379527642,1.0525809507578445
2024-03-04,615540,1.0916548532433943,0.9869889318054335
2024-03-05,608646,1.1040245465331717,1.0116097217003315
2024-03-06,616271,1.1089922573817708,0.9957548921941479
2024-03-07,595234,1.1276728548328028,1.0167972040352478
2024-03-08,628463,1.169005125494232,1.0662631155930635
2024-03-09,520923,1.1354906417761588,1.0502067985410812
2024-03-10,511136,1.133923795132339,1.0653326812130124
2024-03-11,579417,1.1338816005057244,1.026865551307567
2024-03-12,569736,1.1064142562956303,1.00760171638488
2024-03-13,584351,1.1156780305047147,1.0113484937505082
2024-03-14,586274,1.1185340204092336,1.0278757528348461
2024-03-15,592977,1.1185889470688422,1.023732312586418
2024-03-16,492828,1.129317919985437,1.048148091888165
2024-03-17,494144,1.1487209157730973,1.0753212350177042
2024-03-18,544196,1.0931121763054072,0.9878968127670562
